0.0;0.0;0.0
0.1;0.010000000000000002;0.31622776601683794
0.2;0.04000000000000001;0.4472135954999579
0.3;0.09;0.5477225575051661
0.4;0.16000000000000003;0.6324555320336759
0.5;0.25;0.7071067811865476
0.6;0.36;0.7745966692414834
0.7;0.48999999999999994;0.8366600265340756
0.8;0.6400000000000001;0.8944271909999159
0.9;0.81;0.9486832980505138
1.0;1.0;1.0
1.1;1.2100000000000002;1.0488088481701516
1.2;1.44;1.0954451150103321
1.3;1.6900000000000002;1.140175425099138
1.4;1.9599999999999997;1.1832159566199232
1.5;2.25;1.224744871391589
1.6;2.5600000000000005;1.2649110640673518
1.7;2.8899999999999997;1.3038404810405297
1.8;3.24;1.3416407864998738
1.9;3.61;1.378404875209022
2.0;4.0;1.4142135623730951
2.1;4.41;1.449137674618944
2.2;4.840000000000001;1.4832396974191326
2.3;5.289999999999999;1.51657508881031
2.4;5.76;1.5491933384829668
2.5;6.25;1.5811388300841898
2.6;6.760000000000001;1.61245154965971
2.7;7.290000000000001;1.6431676725154984
2.8;7.839999999999999;1.6733200530681511
2.9;8.41;1.70293863659264
3.0;9.0;1.7320508075688772
3.1;9.610000000000001;1.760681686165901
3.2;10.240000000000002;1.7888543819998317
3.3;10.889999999999999;1.816590212458495
3.4;11.559999999999999;1.8439088914585775
3.5;12.25;1.8708286933869707
3.6;12.96;1.8973665961010275
3.7;13.690000000000001;1.9235384061671346
3.8;14.44;1.9493588689617927
3.9;15.209999999999999;1.9748417658131499
4.0;16.0;2.0
4.1;16.81;2.0248456731316584
4.2;17.64;2.04939015319192
4.3;18.49;2.073644135332772
4.4;19.360000000000003;2.0976176963403033
4.5;20.25;2.1213203435596424
4.6;21.159999999999997;2.1447610589527217
4.7;22.090000000000003;2.16794833886788
4.8;23.04;2.1908902300206643
4.9;24.010000000000005;2.2135943621178655
5.0;25.0;2.23606797749979
5.1;26.009999999999998;2.258317958127243
5.2;27.040000000000003;2.280350850198276
5.3;28.09;2.3021728866442674
5.4;29.160000000000004;2.32379000772445
5.5;30.25;2.345207879911715
5.6;31.359999999999996;2.3664319132398464
5.7;32.49;2.3874672772626644
5.8;33.64;2.4083189157584592
5.9;34.81;2.4289915602982237
6.0;36.0;2.449489742783178
6.1;37.209999999999994;2.4698178070456938
6.2;38.440000000000005;2.4899799195977463
6.3;39.69;2.5099800796022267
6.4;40.96000000000001;2.5298221281347035
6.5;42.25;2.5495097567963922
6.6;43.559999999999995;2.569046515733026
6.7;44.89;2.588435821108957
6.8;46.239999999999995;2.6076809620810595
6.9;47.61000000000001;2.6267851073127395
7.0;49.0;2.6457513110645907
7.1;50.41;2.6645825188948455
7.2;51.84;2.6832815729997477
7.3;53.29;2.701851217221259
7.4;54.760000000000005;2.7202941017470885
7.5;56.25;2.7386127875258306
7.6;57.76;2.756809750418044
7.7;59.290000000000006;2.7748873851023217
7.8;60.839999999999996;2.792848008753788
7.9;62.410000000000004;2.8106938645110393
8.0;64.0;2.8284271247461903
8.1;65.61;2.8460498941515415
8.2;67.24;2.8635642126552705
8.3;68.89000000000001;2.8809720581775866
8.4;70.56;2.898275349237888
8.5;72.25;2.9154759474226504
8.6;73.96;2.932575659723036
8.7;75.68999999999998;2.949576240750525
8.8;77.44000000000001;2.9664793948382653
8.9;79.21000000000001;2.9832867780352594
9.0;81.0;3.0
9.1;82.80999999999999;3.0166206257996713
9.2;84.63999999999999;3.03315017762062
9.3;86.49000000000001;3.0495901363953815
9.4;88.36000000000001;3.0659419433511785
9.5;90.25;3.082207001484488
9.6;92.16;3.0983866769659336
9.7;94.08999999999999;3.1144823004794873
9.8;96.04000000000002;3.1304951684997055
9.9;98.01;3.146426544510455
